Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
17/01/2019,Mary Lour Mc Donald,United Kingdom,,female,689,Centre-left to left-wing,SF,0.000,,,10/02/2018,,,,,,,,
27/11/2020,Keir Starmer,United Kingdom,,male,1556,Centre-left,Lab,0.000,,,04/04/2020,,,,,,,,
27/11/2020,Nigel Farage,United Kingdom,,male,2729,Syncretic,Brexit Party,0.000,,,22/03/2019,,,,,,Brexit Party,,
17/01/2019,Jean-Claude Juncker,Luxembourg,EPP,male,1234,Centre to centre-right,CSV,0.000,,,,,01/11/2014,30/11/2019,EPP,,,,
17/01/2019,Frans Timmermans,Netherlands,PES,male,742,Centre-left,PvdA,0.000,,,,,01/12/2019,,,,SPE,,
17/01/2019,Federica Mogherini,Italy,PES,female,382,Centre-left,PD ,0.670,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Andrus Ansip,Estonia,ALDE,male,428,Centre-right,RE ,0.000,,,,,01/11/2014,01/07/2019,,,,,
17/01/2019,Maroš Šefčovič,Slovakia,PES,male,220,Centre-left to left-wing,Smer,0.625,,,,,01/12/2019,,,,PES,,
17/01/2019,Valdis Dombrovskis,Latvia,EPP,male,1666,Centre-right,V ,1.000,,,,,26/08/2020,,,,,,
17/01/2019,Jyrki Katainen,Finland,EPP,male,1118,Centre-right,KOK,0.125,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Günther H. Oettinger,Germany,EPP,male,808,Centre-right,CDU,1.000,,,,,01/01/2017,30/11/2019,,,,,
17/01/2019,Johannes Hahn,Austria,EPP,male,1013,Centre-right to right-wing,ÖVP,0.500,,,,,01/12/2019,,,,,,
17/01/2019,Cecilia Malmström,Sweden,ALDE,female,2477,Centre to centre-right,L ,0.000,,,,,01/11/2014,30/11/2019,,,ALDE,,
17/01/2019,Neven Mimica,Croatia,PES,male,1493,Centre-left,SDP,0.000,,,,,01/11/2014,01/12/2019,,,,,
17/01/2019,Miguel Arias Cañete,Spain,EPP,male,645,Centre-right to right-wing,PP,0.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Karmenu Vella,Malta,PES,female,1003,Centre-left,PL,1.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Vytenis Andriukaitis,Lithuania,PES,male,1277,Centre-left,LSDP,1.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Dimitris Avramopoulos,Greece,EPP,male,47,Centre-right,ND,0.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Marianne Thyssen,Belgium,EPP,female,723,Centre to centre-right,CD&V,1.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Pierre Moscovici,France,PES,male,1378,Centre-left,PS,0.125,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Christos Stylianides,Cyprus,EPP,male,1575,Centre-right to right-wing,DISY,1.000,,,,,01/11/2014,01/12/2019,,,,,
17/01/2019,Phil Hogan,Ireland,EPP,male,1393,Centre-right,FG,1.000,,,,,01/12/2019,26/08/2020,,,,,
17/01/2019,Violeta Bulc,Slovenia,ALDE,female,2333,Centre to centre-left,SMC,1.000,,,,,01/11/2014,01/12/2019,,,,,
17/01/2019,Elżbieta Bieńkowska,Poland,EPP,female,512,Centre to centre-right,PO,0.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Věra Jourová,Czech Republic,ALDE,female,2263,Centre to centre-right,ANO,1.000,,,,,01/12/2019,,,,,,
17/01/2019,Tibor Navracsics,Hungary,EPP,male,921,Right-wing to far-right,Fidesz,1.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Corina Crețu,Romania,EDP,female,2746,Centre to centre-left,PRO,0.000,,,,,01/11/2014,01/07/2019,,,,,
17/01/2019,Margrethe Vestager,Denmark,ALDE,female,211,Centre to centre-left,RV,0.000,,,,,01/11/2014,,,,ALDE,,
17/01/2019,Carlos Moedas,Portugal,EPP,male,1273,Centre-right,PSD,0.000,,,,,01/11/2014,30/11/2019,,,,,
17/01/2019,Julian King,United Kingdom,Independent,male,1599,,Independent,,,,,,19/09/2016,30/11/2019,,,,,
17/01/2019,Mariya Gabriel,Bulgaria,EPP,female,1541,Centre-right,GERB,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Ursula von der Leyen,Germany,EVP,female,808,Centre-right,CDU,1.000,,,,,01/12/2019,,EVP,,,,
27/11/2020,Josep Borrell,Spain,SPE,male,902,Centre-left,PSOE,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Věra Jourová,Czech Republic,ALDE,female,2263,Centre to centre-right,ANO,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Margaritis Schinas,Greece,EVP,male,47,Centre-right,ND,0.750,,,,,01/12/2019,,,,,,
27/11/2020,Dubravka Šuica,Croatia,EVP,female,276,Centre-right,HDZ,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Didier Reynders,Belgium,ALDE,male,915,Centre-right,MR,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Marija Gabriel,Bulgaria,EVP,female,1541,Centre-right,GERB,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Stella Kyriakides,Cyprus,EVP,female,1575,Centre-right to right-wing,DISY,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Kadri Simson,Estonia,ALDE,female,1137,Centre to centre-left,EK,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Jutta Urpilainen,Finland,SPE,female,395,Centre-left,SDP,0.790,,,,,01/12/2019,,,,,,
27/11/2020,Thierry Breton,France,Independent,male,947,,Independent,,,,,,01/12/2019,,,,,,
27/11/2020,Olivér Várhelyi,Hungary,EVP,male,921,Right-wing to far-right,Fidesz,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Paolo Gentiloni,Italy,SPE,male,382,Centre-left,PD,0.670,,,,,01/12/2019,,,,,,
27/11/2020,Virginijus Sinkevičius,Lithuania,Independent,male,1632,Centre to centre-right,LVZS,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Nicolas Schmit,Luxembourg,SPE,male,701,Centre-left,LSAP,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Helena Dalli,Malta,SPE,female,1003,Centre-left,MLP,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Janusz Wojciechowski,Poland,EKR,male,528,Right-wing,PiS,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Elisa Ferreira,Portugal,SPE,female,725,Centre-left,PS,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Adina Vălean,Romania,EVP,female,1015,Centre to centre-right,PNL,0.580,,,,,01/12/2019,,,,,,
27/11/2020,Janez Lenarčič,Slovenia,Independent,male,1370,,Independent,,,,,,01/12/2019,,,,,,
27/11/2020,Ylva Johansson,Sweden,SPE,female,904,Centre-left,SAP,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Mairead McGuinness,Ireland,EVP,female,1393,Centre-right,FG,1.000,,,,,01/12/2019,,,,,,
17/01/2019,Manfred Weber,Germany,EPP,male,1180,Centre-right,CSU,1.000,,,,,04/06/2014,,,EPP,EPP,,
17/01/2019,Alexander Stubb,Finland,EPP,male,1118,Centre-right,KOK,0.125,,,,,,,,,EPP,,
17/01/2019,Guy Verhofstadt,Belgium,Renew,male,1110,Centre to centre-right,Open VLD,1.000,,,,,,,,,Renew,,
17/01/2019,Sylvie Goulard,France,Renew,female,2643,Centre,REM,1.000,,,,,,,,,Renew,,
17/01/2019,Hans van Baalen,Netherlands,ALDE,male,1409,Centre-right,VVD,1.000,,,,,21/11/2015,,,ALDE,ALDE,,
17/01/2019,Ska Keller,Germany,EFA,female,772,Centre-left,Allianz 90/Die Grünen,0.000,,,,,14/12/2016,,,EFA,EFA,,
17/01/2019,Bas Eickhout,Netherlands,EGP,male,756,Centre-left to left-wing,GreenLeft,0.000,,,,,,,,,EGP,,
17/01/2019,Petra De Sutter,Belgium,EGP,female,1594,Centre-left to left-wing,Groen,0.125,,,,,,,,,EGP,,
17/01/2019,Atanas Schmidt,Bulgaria,EGP,male,963,Centre-left,Green,0.000,,,,,,,,,EGP,,
17/01/2019,Jan Zahradil,Czech Republic,ECR,male,829,Centre-right to right-wing,ODS,0.000,,,,,01/10/2009,01/04/2020,,ECR,ECR,,
27/11/2020,Donald Tusk,Poland,EVP,male,512,Centre to centre-right,PO,0.000,,,,,01/12/2019,,,EVP,,,
27/11/2020,Sergej Stanischew,Bulgaria,SPE,male,982,Centre-left to left-wing,BSP,0.000,,,,,24/11/2011,,,SPE,,,
27/11/2020,Thomas Waitz,Austria,EGP,male,772,Centre-left,Die Grünen - Die Grüne Alternative,,,,,,10/11/2019,,,EGP,,,
27/11/2020,Gerolf Annemans,Belgium,IDP,male,993,Right-wing to far-right,VB,0.000,,,,,25/05/2014,,,IDP,,,
27/11/2020,Heinz Bierbaum,Germany,EL,male,791,Left-wing to far-left,Die Linke,0.000,,,,,15/12/2019,,,EL,,,
27/11/2020,François Bayrou,France,EDP,male,509,Centre to centre-right,MoDem,1.000,,,,,13/07/2004,,,MoDem,,,
27/11/2020,Branislav Škripek,Slovakia,ECPM,male,1759,Centre-right,OLANO,0.420,,,,,01/12/2016,,,SPE,,,
27/11/2020,David-Maria Sassoli,Italy,SPE,male,382,Centre-left,PD,0.670,,,,,14/07/2009,,,,,,
27/11/2020,Charles Michel,Belgium,ALDE,male,915,Centre-right,MR,1.000,,,,,01/12/2019,,,,,,
27/11/2020,Gerolf Annemans,Belgium,MENL,male,993,Right-wing to far-right,VB,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Marie Arena,Belgium,SPE,female,1378,Centre-left,PS,0.125,,,,,02/07/2019,,,,,,
27/11/2020,Pascal Arimont,Belgium,EVP,male,119,Centre,CSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Marc Botenga,Belgium,Independent,male,256,Left-wing to far-left,PVDA,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Geert Bourgeois,Belgium,ECR,male,501,Centre-right to right-wing,N-VA,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Saskia Bricmont,Belgium,EGP,female,161,Centre-left to left-wing,Ecolo,0.125,,,,,02/07/2019,,,,,,
27/11/2020,Olivier Chastel,Belgium,ALDE,male,915,Centre-right,MR,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Filip De Man,Belgium,MENL,male,993,Right-wing to far-right,VB,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Petra De Sutter,Belgium,EGP,female,1594,Centre-left to left-wing,Groen,0.125,,,,,02/07/2019,01/10/2020,,,,,
27/11/2020,Cindy Franssen,Belgium,EVO,female,723,Centre to centre-right,CD&V,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Assita Kanko,Belgium,ECR,female,501,Centre-right to right-wing,N-VA,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Philippe Lamberts,Belgium,EGP,male,161,Centre-left to left-wing,Ecolo,0.125,,,,,02/07/2019,,,,,,
27/11/2020,Benoît Lutgen,Belgium,EVP,male,1192,Centre to centre-left,CDH,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Kris Peeters ,Belgium,EVP ,male,723,Centre to centre-right,CD&V,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Frédérique Ries,Belgium,ALDE,male,915,Centre-right,MR,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Marc Tarabella,Belgium,SPE,male,1378,Centre-left,PS,0.125,,,,,02/07/2019,,,,,,
27/11/2020,Kathleen Van Brempt,Belgium,SPE,female,1113,Centre-left,sp.a,0.125,,,,,02/07/2019,,,,,,
27/11/2020,Johan van Overtveldt,Belgium,ECR,male,501,Centre-right to right-wing,N-VA,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Tom Vandendriessche,Belgium,MENL,male,993,Right-wing to far-right,VB,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Hilde Vautmans,Belgium,ALDE,female,1110,Centre to centre-right,Open VLD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Guy Verhofstadt,Belgium,ALDE,male,1110,Centre to centre-right,Open VLD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Saraswati Matthieu,Belgium,EGP,female,1594,Centre-left to left-wing,Groen,0.125,,,,,01/10/2020,,,,,,
27/11/2020,Asim Ademov,Bulgaria,EVP,male,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Atidsche Aliewa-Weli,Bulgaria,ALDE,male,1286,Centre,DPS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Angel Dschambaski,Bulgaria,Independent,male,2212,Far-right,VMRO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ivo Hristov,Bulgaria,SPE,male,982,Centre-left to left-wing,BSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Elena Jontschewa,Bulgaria,SPE,female,982,Centre-left to left-wing,BSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Alexander Jordanow,Bulgaria,EVP,male,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Radan Kanew,Bulgaria,Independent,male,57,Centre-right,DSB,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Ilchan Kjutschjuk,Bulgaria,ALDE,male,1286,Centre,DPS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Andrej Kowarschew,Bulgaria,EVP,male,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Eva Maydell,Bulgaria,EVP,female,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Iskra Michailowa,Bulgaria,ALDE,male,1286,Centre,DPS,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Andrej Nowakow,Bulgaria,EVP,male,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Tsvetelina Penkova,Bulgaria,SPE,female,982,Centre-left to left-wing,BSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Emil Radew,Bulgaria,EVP,male,1541,Centre-right,GERB,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Andrej Slabakow,Bulgaria,Independent,male,2212,Far-right,VMRO,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Sergej Stanischew,Bulgaria,SPE,male,982,Centre-left to left-wing,BSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Petar Witanow,Bulgaria,SPE,male,982,Centre-left to left-wing,BSP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Margrete Auken ,Denmark,EGP,female,1644,Centre-left to left-wing,SF,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Asger Christensen,Denmark,ALDE,male,1605,Centre-right,Venstre,0.250,,,,,02/07/2019,,,,,,
27/11/2020,Niels Fuglsang,Denmark,SPE,male,1629,Centre-left,SD,0.790,,,,,02/07/2019,,,,,,
27/11/2020,Søren Gade,Denmark,ALDE,male,1605,Centre-right,Venstre,0.250,,,,,02/07/2019,,,,,,
27/11/2020,Peter Kofod,Denmark,Independent,male,1418,Right-wing to far-right,DF,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Morten Løkkegaard,Denmark,ALDE,male,1605,Centre-right,Venstre,0.250,,,,,02/07/2019,,,,,,
27/11/2020,Karen Melchior,Denmark,ALDE,female,211,Centre to centre-left,RV,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Morten Helveg Petersen,Denmark,ALDE,male,211,Centre to centre-left,RV,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Kira Marie Peter-Hansen,Denmark,EGP,female,1644,Centre-left to left-wing,SF,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Christel Schaldemose,Denmark,SPE,female,1629,Centre-left,SD,0.790,,,,,02/07/2019,,,,,,
27/11/2020,Nikolaj Villumsen,Denmark,EL/MLP,male,306,Left-wing to far-left,EL,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Marianne Vind,Denmark,SPE,female,1629,Centre-left,SD,0.790,,,,,02/07/2019,,,,,,
27/11/2020,Pernille Weiss,Denmark,EVP,female,590,Centre-right,K,0.250,,,,,02/07/2019,,,,,,
27/11/2020,Linea Søgaard-Lidell,Denmark,ALDE,female,1605,Centre-right,Venstre,0.250,,,,,02/07/2019,01/02/2020,,,,,
27/11/2020,Christine Anderson,Germany,Independent,female,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Rasmus Andresen,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Katarina Barley,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Gunnar Beck,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Nicolar Beer,Germany,ALDE,female,543,Centre to centre-right,FDP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Hildegard Bentele,Germany,EVP,female,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Lars Patrick Berg,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Stefan Berger,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Gabriele Bischoff,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Michael Bloss,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Damian Boeselager,Germany,Volt,male,NA,Centre to centre-left,Volt,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Patrick Breyer,Germany,PPEU,male,865,Syncretic,PIRATEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Markus Buchheit,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Klaus Buchner,Germany,Independent,male,2736,Centre-right,ÖDP,0.000,,,,,02/07/2019,15/07/2020,,,,,
27/11/2020,Udo Bullmann,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Delara Burkhardt,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Martin Buschmann,Germany,Independent,male,610,,Independent,,,,,,02/07/2019,,,,,,
27/11/2020,Reinhard Bütikofer,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Daniel Caspary,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Anna Cavazzini,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Viola von Cramon-Taubadel,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Özlem Demirel,Germany,EL,male,791,Left-wing to far-left,Die Linke,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Anna Deparnay-Grunenberg,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Christian Doleschal,Germany,EVP,male,1180,Centre-right,CSU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Lena Düpont,Germany,EVP,female,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Christian Ehler,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Cornelia Ernst,Germany,EL,female,791,Left-wing to far-left,Die Linke,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Engin Eroglu ,Germany,EDP,male,41,Centre to centre-right,FREIE WÄHLER,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Ismail Ertug,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Markus Ferber,Germany,EVP,male,1180,Centre-right,CSU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Nicolaus Fest,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Romeo Franz,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Daniel Freund,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Michael Gahler ,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Evelyne Gebhardt,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Alexandra Geese,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jens Geier,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Helmut Geuking,Germany,ECPM,male,1235,Centre-right to right-wing,FAMILIE,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sven Giegold,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jens Gieseke,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Andreas Glück,Germany,ALDE,male,543,Centre to centre-right,FDP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Henrike Hahn,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Svenja Hahn,Germany,ALDE,female,543,Centre to centre-right,FDP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Martin Häusling,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Niclas Herbst,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Pierrette Herberger-Fofana,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Monika Hohlmeier,Germany,EVP,female,1180,Centre-right,CSU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Dieter Peter Jahr,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Petra Kammerevert,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Moritz Körner,Germany,ALDE,male,543,Centre to centre-right,FDP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Dietmar Köster ,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Maximilian Krah,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Constanze Krehl,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Joachim Kuhs,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sergey Lagodinsky,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Bernd Lange,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Katrin Langensiepen,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Hans-Peter Liese,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Sylvia Limmer,Germany,Independent,female,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Norbert Lins,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Erik Marquardt,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,David McAllister,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Jörg Meuthen ,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Martina Michels,Germany,EL,female,791,Left-wing to far-left,Die Linke,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Marlene Mortler,Germany,EVP,female,1180,Centre-right,CSU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ulrike Müller,Germany,EDP,female,41,Centre to centre-right,FREIE WÄHLER,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Hannah Neumann,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Norbert Neuser,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Angelika Niebler,Germany,EVP,female,1180,Centre-right,CSU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Niklas Nienaß,Germany,EGP,male,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Maria Noichl,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Jan-Christoph Oetjen ,Germany,ALDE,male,543,Centre to centre-right,FDP,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Jutta Paulus,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Markus Pieper,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Dennis Radtke,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Guido Reil,Germany,Independent,male,2253,Far-right,AfD,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Theresa Reintke,Germany,EGP,female,772,Centre-left,BÜNDINS 90/DIE GRÜNEN,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Martin Schirdewan,Germany,EL,male,791,Left-wing to far-left,Die Linke,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Christine Schneider,Germany,EVP,female,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Helmut Scholz,Germany,EL,male,791,Left-wing to far-left,Die Linke,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sven Schulze,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Joachim Schuster,Germany,SPE,male,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Andreas Schwab,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Ralf Seekatz,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Nico Semsrott,Germany,Independent,male,2649,Left-wing,PARTEI,0.000,,,,,02/07/2019,,,,,,
27/11/2020,Sven Simon,Germany,EVP,male,808,Centre-right,CDU,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Birgit Sippel,Germany,SPE,female,558,Centre-left,SPD,1.000,,,,,02/07/2019,,,,,,
27/11/2020,Martin Sonneborn,Germany,Independent,male,2649,Left-wing,PARTEI,0.000,,,,,02/07/2019,,,,,,
