Date,name politician,nationality/Country,EU party,gender,parl gov id ,left/right,national party (z.B. CDU),Opposition/Regierung,mp (z.B. german mp),mep,entry national parliament (date),exit national parliament (date),entry european parliament (date),exit european parliament (date),government leader (Regierungschef),party leader EU (parliamentary leader),Spitzenkandidat 2019,wikidataid (bei Angela Merkel zB: Q567) ,comment
17/01/2019,Sándor Pintér,Hungary,11.1297065,male,1617,,Independent,,,,18/05/2018,,,,,,,,
17/01/2019,Gergely Gulyás,Hungary,11.1297065,male,921,Right-wing to far-right,Fidesz,1.000,,,18/05/2018,,,,,,,,
17/01/2019,Antal Rogán,Hungary,11.1297065,male,921,Right-wing to far-right,Fidesz,1.000,,,17/10/2015,,,,,,,,
17/01/2019,Péter Szijjártó,Hungary,11.1297065,male,921,Right-wing to far-right,Fidesz,1.000,,,23/09/2014,,,,,,,,
17/01/2019,László Trócsányi,Hungary,11.1297065,male,1617,,Independent,,,,06/06/2014,30/06/2019,,,,,,,
17/01/2019,Miklós Kásler,Hungary,11.1297065,male,1617,,Independent,,,,18/05/2018,,,,,,,,
17/01/2019,László Palkovics,Hungary,11.1297065,male,1617,,Independent,,,,18/05/2018,,,,,,,,
17/01/2019,István Nagy,Hungary,11.1297065,male,921,Right-wing to far-right,Fidesz,1.000,,,18/05/2018,,,,,,,,
17/01/2019,Tibor Benkő,Hungary,11.1297065,male,1617,,Independent,,,,18/05/2018,,,,,,,,
17/01/2019,János Süli,Hungary,11.1297065,male,434,Right-wing,KDNP,1.000,,,02/05/2017,,,,,,,,
17/01/2019,Andrea Bártfai-Mager,Hungary,11.1297065,female,1617,,Independent,,,,18/05/2018,,,,,,,,
27/11/2020,Judit Varga,Hungary,11.1297065,female,921,Right-wing to far-right,Fidesz,1.000,,,12/07/2019,,,,,,,,
27/11/2020,Katalin Novák,Hungary,11.1297065,female,921,Right-wing to far-right,Fidesz,1.000,,,01/10/2020,,,,,,,,
17/01/2019,Bertalan Tóth,Hungary,11.1297065,male,1591,Centre-left,MSZP,0.000,,,17/06/2018,,,,,MSZP,,,
17/01/2019,Tamás Sneider,Hungary,11.1297065,male,600,Right-wing to far-right,Jobbik,0.000,,,12/05/2018,25/01/2020,,,,Jobbik,,,
17/01/2019,Márton Gyöngyösi,Hungary,11.1297065,male,600,Right-wing to far-right,Jobbik,0.000,,,14/05/2010,25/06/2019,,,,Jobbik,,,
17/01/2019,Márta Demeter,Hungary,11.1297065,female,403,Centre-left,LMP,0.000,,,21/08/2018,06/07/2019,,,,IMP,,,
17/01/2019,László Lóránt Keresztes,Hungary,11.1297065,male,403,Centre-left,LMP,0.000,,,21/08/2018,,,,,IMP,,,
17/01/2019,Ferenc Gyurcsány,Hungary,11.1297065,male,1970,Centre-left,dk,0.000,,,22/10/2011,,,,,dk,,,
17/01/2019,Gergely Karácsony,Hungary,11.1297065,male,2349,Centre-left,pm,0.000,,,01/06/2014,,,,,pm,,,
17/01/2019,Tímea Szabó,Hungary,11.1297065,female,2349,Centre-left,pm,0.000,,,17/02/2013,,,,,pm,,,
17/01/2019,Gábor Fodor,Hungary,11.1297065,male,NA,Centre to centre-right,hlp,0.000,,,27/04/2013,27/08/2019,,,,hlp,,,
27/11/2020,Péter Jakab,Hungary,11.1297065,male,600,Right-wing to far-right,Jobbik,0.000,,,25/01/2020,,,,,Jobbik,,,
27/11/2020,Máté Kanász-Nagy,Hungary,11.1297065,male,403,Centre-left,LMP,0.000,,,30/08/2020,,,,,LMP,,,
27/11/2020,Erzsébet Schmuck,Hungary,11.1297065,female,403,Centre-left,LMP,0.000,,,01/11/2019,,,,,LMP,,,
17/01/2019,Leo Varadkar,Ireland,,male,1393,Centre-right,FG,1.000,,,27/06/2020,,,,FG (14.06.2017 - 27.06.2020),FG (02.06.2017),,,
17/01/2019,Simon Coveney,Ireland,,male,1393,Centre-right,FG,1.000,,,27/06/2020,,,,,,,,
17/01/2019,Paschal Donohoe,Ireland,,male,1393,Centre-right,FG,1.000,,,14/06/2017,,,,,,,,
17/01/2019,Richard Bruton,Ireland,,male,1393,Centre-right,FG,1.000,,,11/10/2018,27/06/2020,,,,,,,
17/01/2019,Charles Flanagan,Ireland,,male,1393,Centre-right,FG,1.000,,,14/06/2017,27/06/2020,,,,,,,
17/01/2019,Heather Humphreys,Ireland,,female,1393,Centre-right,FG,1.000,,,27/06/2020,,,,,,,,
17/01/2019,Simon Harris,Ireland,,male,1393,Centre-right,FG,1.000,,,27/06/2020,,,,,,,,
17/01/2019,Michael Creed,Ireland,,male,1393,Centre-right,FG,1.000,,,06/05/2016,27/06/2020,,,,,,,
17/01/2019,Joe McHugh,Ireland,,male,1393,Centre-right,FG,1.000,,,15/09/2020,,,,,,,,
17/01/2019,Shane Ross,Ireland,,male,30,,Independent,,,,06/05/2016,27/06/2020,,,,,,,
17/01/2019,Katherine Zappone,Ireland,,female,30,,Independent,,,,06/05/2016,27/06/2020,,,,,,,
17/01/2019,Michael Ring,Ireland,,male,1393,Centre-right,FG,1.000,,,14/06/2017,27/06/2020,,,,,,,
17/01/2019,Regina Doherty,Ireland,,female,1393,Centre-right,FG,1.000,,,29/06/2020,,,,,,,,
17/01/2019,Eoghan Murphy,Ireland,,male,1393,Centre-right,FG,1.000,,,14/06/2017,27/06/2020,,,,,,,
17/01/2019,Josepha Madigan,Ireland,,female,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
17/01/2019,Micheál Martin,Ireland,,male,280,Centre to centre-right,FF,0.290,,,27/06/2020,,,,,FF (26.01.2011),,,
27/11/2020,Eamon Ryan,Ireland,,male,1573,Centre-left,GP,0.290,,,27/06/2020,,,,,GP (27.05.2020),,,
27/11/2020,Catherine Martin,Ireland,,female,1573,Centre-left,GP,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Roderic O´Gorman,Ireland,,male,1573,Centre-left,GP,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Helen McEntee,Ireland,,female,1393,Centre-right,FG,1.000,,,27/06/2020,,,,,,,,
27/11/2020,Norma Foley,Ireland,,female,280,Centre to centre-right,FF,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Darragh O´Brien,Ireland,,male,280,Centre to centre-right,FF,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Michael McGrath,Ireland,,male,280,Centre to centre-right,FF,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Stephen Donnelly,Ireland,,male,280,Centre to centre-right,FF,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Dara Calleary,Ireland,,male,280,Centre to centre-right,FF,0.290,,,15/07/2020,21/08/2020,,,,,,,
27/11/2020,Charlie McConalogue,Ireland,,male,280,Centre to centre-right,FF,0.290,,,02/09/2020,,,,,,,,
27/11/2020,Hildegarde Naughton,Ireland,,female,1393,Centre-right,FG,1.000,,,27/06/2020,,,,,,,,
27/11/2020,Pippa Hackett,Ireland,,female,1573,Centre-left,GP,0.290,,,27/06/2020,,,,,,,,
27/11/2020,Thomas Byrne,Ireland,,male,280,Centre to centre-right,FF,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Patrick O´Donnovan,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Ossion Smyth,Ireland,,male,1573,Centre-left,GP,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Jack Chambers,Ireland,,male,280,Centre to centre-right,FF,0.290,,,15/07/2020,,,,,,,,
27/11/2020,Martin Heydon ,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Anne Rabbitte,Ireland,,female,280,Centre to centre-right,FF,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Colm Brophy,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Niall Collins,Ireland,,male,280,Centre to centre-right,FF,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Joe O´Brien,Ireland,,male,1573,Centre-left,GP,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Peter Burke,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Malcolm Noonan,Ireland,,male,1573,Centre-left,GP,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Robert Troy,Ireland,,male,280,Centre to centre-right,FF,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Damine English,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Mary Butler,Ireland,,female,280,Centre to centre-right,FF,0.290,,,01/07/2020,,,,,,,,
27/11/2020,Frank Feighan,Ireland,,male,1393,Centre-right,FG,1.000,,,01/07/2020,,,,,,,,
27/11/2020,Séan Fleming,Ireland,,male,280,Centre to centre-right,FF,0.290,,,15/07/2020,,,,,,,,
27/11/2020,James Browne,Ireland,,male,280,Centre to centre-right,FF,0.290,,,02/09/2020,,,,,,,,
17/01/2019,Catherine Ardagh,Ireland,,female,280,Centre to centre-right,FF,0.290,,,18/05/2016,29/06/2020,,,,FF ,,,
17/01/2019,Brendan Howlin,Ireland,,male,318,Centre-left,Labour,0.000,,,20/05/2016,03/04/2020,,,,ILP,,,
17/01/2019,Ivana Bacik,Ireland,,female,318,Centre-left,Labour,0.000,,,25/05/2011,,,,,ILP,,,
17/01/2019,Willie Penrose,Ireland,,male,318,Centre-left,Labour,0.000,,,29/02/2016,26/02/2020,,,,ILP,,,
17/01/2019,Mary Lou McDonald,Ireland,,female,2217,Centre-left to left-wing,SF,0.000,,,10/02/2018,,,,,SF,,,
17/01/2019,Rose Conway-Walsh,Ireland,,female,2217,Centre-left to left-wing,SF,0.000,,,11/05/2016,09/02/2020,,,,SF,,,
27/11/2020,Alan Kelly,Ireland,,male,318,Centre-left,Labour,0.000,,,03/04/2020,,,,,ILP,,,
27/11/2020,Catherine Murphy,Ireland,,female,2619,Centre-left,SD,0.000,,,15/07/2015,,,,,SD,,,
27/11/2020,Róisín Shortall,Ireland,,female,2619,Centre-left,SD,0.000,,,15/07/2015,,,,,SD,,,
17/01/2019,Giuseppe Conte,Italy,,male,1552,,Independent,,,,01/06/2018,,,,Independent,,,,
17/01/2019,Luigi Di Maio,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2018,,,,,M5S (23.09.2017 - 22.01.2020),,,
17/01/2019,Matteo Salvini,Italy,,male,1436,Right-wing to far-right,LN,0.375,,,01/06/2018,05/09/2019,,,,LN (15.12.2013),,,
17/01/2019,Enzo Moavero Milanesi,Italy,,male,1552,,Independent,,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Giovanni Tria,Italy,,male,1552,,Independent,,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Elisabetta Trenta,Italy,,female,2155,Syncretic,M5S,1.000,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Alfonso Bonafede,Italy,,male,2155,Syncretic,M5S,1.000,,,01/06/2018,,,,,,,,
17/01/2019,Danilo Toninelli,Italy,,male,2155,Syncretic,M5S,1.000,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Gian Marco Centinaio,Italy,,male,1436,Right-wing to far-right,LN,0.375,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Marco Bussetti,Italy,,male,1552,,Independent,,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Giulia Grillo,Italy,,female,2155,Syncretic,M5S,1.000,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Alberto Bonisoli,Italy,,male,2155,Syncretic,M5S,1.000,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Sergio Costa,Italy,,male,1552,,Independent,,,,01/06/2018,,,,,,,,
17/01/2019,Paolo Savona,Italy,,male,1552,,Independent,,,,01/06/2018,08/03/2019,,,,,,,
17/01/2019,Erika Stefani,Italy,,female,1436,Right-wing to far-right,LN,0.375,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Riccardo Fraccaro,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
17/01/2019,Giulia Bongiorno,Italy,,female,1436,Right-wing to far-right,LN,0.375,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Barbara Lezzi,Italy,,female,2155,Syncretic,M5S,1.000,,,01/06/2018,05/09/2019,,,,,,,
17/01/2019,Lorenzo Fontana,Italy,,male,1436,Right-wing to far-right,LN,0.375,,,01/06/2018,05/09/2019,,,,,,,
27/11/2020,Luciana Lamorgese,Italy,,female,1552,,Independent,,,,05/09/2019,,,,,,,,
27/11/2020,Lorenzo Guerini,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Roberto Gualtieri,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Stefano Patuanelli,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Teresa Bellanova,Italy,,female,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Paola De Micheli,Italy,,female,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Nunzia Catalfo,Italy,,female,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Lorenzo Fioramonti,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Lucia Azzolina,Italy,,female,2155,Syncretic,M5S,1.000,,,10/01/2020,,,,,,,,
27/11/2020,Gaetano Manfredi,Italy,,male,1552,,Independent,,,,10/01/2020,,,,,,,,
27/11/2020,Dario Franceschini,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Roberto Speranza,Italy,,male,NA,Centre-left to left-wing,Art.1,0.000,,,05/09/2019,,,,,,,,
27/11/2020,Frederico D´Incá,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Fabiana Dadone,Italy,,female,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Francesco Boccia,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Giuseppe Provenzano,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Elena Bonetti,Italy,,female,2794,Centre to centre-left,IV,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Vincenzo Amendola,Italy,,male,382,Centre-left,PD,0.670,,,05/09/2019,,,,,,,,
27/11/2020,Vincenzo Spadafora,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Paola Pisano,Italy,,male,2155,Syncretic,M5S,1.000,,,05/09/2019,,,,,,,,
27/11/2020,Andrea Martella,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Mario Turco,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Gianluca Castaldi,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Simona Malpezzi,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Laura Agea,Italy,,female,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Manlio Di Stefano,Italy,,male,2155,Syncretic,M5S,1.000,,,13/06/2018,,,,,,,,
27/11/2020,Ricardo Merlo,Italy,,male,NA,Centre,MAIE,1.000,,,12/06/2018,,,,,,,,
27/11/2020,Ivan Scalfarotto,Italy,,male,2794,Centre to centre-left,IV,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Carlos Sibilia,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Achille Variati,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Vittorio Ferraresi,Italy,,male,2155,Syncretic,M5S,1.000,,,13/06/2018,,,,,,,,
27/11/2020,Andrea Giorgis,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Giulio Calvisi,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Angelo Tofalo,Italy,,male,2155,Syncretic,M5S,1.000,,,13/06/2018,,,,,,,,
27/11/2020,Pier Paolo Baretta,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Maria Cecilia Guerra,Italy,,female,NA,Centre-left to left-wing,Art.1,0.000,,,16/09/2019,,,,,,,,
27/11/2020,Alessio Villarosa,Italy,,male,2155,Syncretic,M5S,1.000,,,13/06/2018,,,,,,,,
27/11/2020,Mirella Liuzzi,Italy,,female,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Gian Paolo,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Alessia Morani,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Alessandra Todde ,Italy,,female,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Giuseppe L´Abbate,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Roberto Morassut,Italy,,male,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Salvatore Margiotta,Italy,,male,382,Centre-left,PD,0.670,,,13/09/2019,,,,,,,,
27/11/2020,Roberto Traversi,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Stanislao Di Piazza,Italy,,male,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Francesca Puglisi,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Lucia Azzolina,Italy,,female,2155,Syncretic,M5S,1.000,,,10/01/2020,,,,,,,,
27/11/2020,Giuseppe De Cristofaro,Italy,,male,465,Left-wing,SI,0.000,,,09/08/2020,,,,,,,,
27/11/2020,Lorenza Bonaccorsi,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
27/11/2020,Anna Laura Orrico,Italy,,female,2155,Syncretic,M5S,1.000,,,16/09/2019,,,,,,,,
27/11/2020,Sandra Zampa,Italy,,female,382,Centre-left,PD,0.670,,,16/09/2019,,,,,,,,
17/01/2019,Giorgia Meloni,Italy,,female,2154,Right-wing to far-right,FDI,0.000,,,08/03/2014,,,,,FDI/EKR,,,
17/01/2019,Silvio Berlusconi,Italy,,male,596,Centre-right,FD,0.000,,,16/11/2013,,,,,FD,,,
17/01/2019,Umberto Bossi,Italy,,male,1436,Right-wing to far-right,LN,0.375,,,04/12/1989,05/04/2012,,,,LN,,,
17/01/2019,Matteo Orfini,Italy,,male,382,Centre-left,PD,0.670,,,14/06/2014,17/03/2019,,,,PD,,,
27/11/2020,Vito Crimi,Italy,,male,2155,Syncretic,M5S,1.000,,,22/01/2020,,,,,M5S,,,
27/11/2020,Beppe Grillo,Italy,,male,2155,Syncretic,M5S,1.000,,,24/09/2017,,,,,M5S,,,
27/11/2020,Nicola Zingaretti,Italy,,male,382,Centre-left,PD,0.670,,,17/03/2019,,,,,PD,,,
17/01/2019,Māris Kučinskis,Latvia,,male,466,Centre to centre-right,ZZS,0.040,,,11/02/2016,23/01/2019,,,ZZS,,,,
17/01/2019,Arvils Ašeradens,Latvia,,male,1666,Centre-right,V,1.000,,,11/02/2016,23/01/2019,,,,V,,,
17/01/2019,Dana Reizniece-Ozola,Latvia,,female,466,Centre to centre-right,ZZS,0.040,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Edgars Rinkēvičs,Latvia,,male,1666,Centre-right,V,1.000,,,25/10/2011,,,,,,,,
17/01/2019,Raimonds Bergmanis,Latvia,,male,466,Centre to centre-right,ZZS,0.040,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Rihards Kozlovskis,Latvia,,male,1666,Centre-right,V,1.000,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Kārlis Šadurskis,Latvia,,male,1666,Centre-right,V,1.000,,,11/02/2016,27/11/2018,,,,,,,
17/01/2019,Dace Melbārde,Latvia,,female,801,Far-right,NA,1.000,,,31/10/2013,04/07/2019,,,,,,,
17/01/2019,Jānis Reirs,Latvia,,male,1666,Centre-right,V,1.000,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Kaspars Gerhards,Latvia,,male,801,Far-right,NA,1.000,,,23/01/2019,,,,,,,,
17/01/2019,Uldis Augulis,Latvia,,male,466,Centre to centre-right,ZZS,0.040,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Dzintars Rasnačs,Latvia,,male,801,Far-right,NA,1.000,,,11/02/2016,23/01/2019,,,,,,,
17/01/2019,Anda Čakša,Latvia,,female,288,,Independent,,,,16/06/2016,23/01/2019,,,,,,,
17/01/2019,Jānis Dūklavs,Latvia,,male,466,Centre to centre-right,ZZS,0.040,,,11/02/2016,23/01/2019,,,,,,,
27/11/2020,Krišjānis Kariņš,Latvia,,male,1666,Centre-right,V,1.000,,,23/01/2019,,,,V,,,,
27/11/2020,Jānis Bordāns,Latvia,,male,2717,Centre-right,JKP,1.000,,,23/01/2019,,,,JKP,,,,
27/11/2020,Artis Pabriks,Latvia,,male,2392,Centre ,AP,1.000,,,23/01/2019,,,,,,,,
27/11/2020,Ralfs Nemiro,Latvia,,male,2715,Centre-right to right-wing,KPV,1.000,,,23/01/2019,16/03/2020,,,,,,,
27/11/2020,Jānis Vitenbergs,Latvia,,male,2715,Centre-right to right-wing,KPV,1.000,,,02/04/2020,,,,,,,,
27/11/2020,Jānis Reirs,Latvia,,male,1666,Centre-right,V,1.000,,,23/01/2019,,,,,,,,
27/11/2020,Sandis Ģirģens,Latvia,,male,2715,Centre-right to right-wing,KPV,1.000,,,23/01/2019,,,,,,,,
27/11/2020,Ilga Šuplinska,Latvia,,female,2717,Centre-right,JKP,1.000,,,23/01/2019,,,,,,,,
27/11/2020,Nauris Puntulis,Latvia,,female,801,Far-right,NA,1.000,,,08/07/2019,,,,,,,,
27/11/2020,Ramona Petraviča,Latvia,,female,2715,Centre-right to right-wing,KPV,1.000,,,23/01/2019,,,,,,,,
27/11/2020,Juris Pūce,Latvia,,male,2392,Centre ,AP,1.000,,,,,,,,,,,
27/11/2020,Tālis Linkaits,Latvia,,male,2717,Centre-right,JKP,1.000,,,,,,,,,,,
27/11/2020,Ilze Viņķele,Latvia,,male,2392,Centre ,AP,1.000,,,,,,,,,,,
17/01/2019,Nellija Kleinberga,Latvia,,female,NA,Centre ,RA,0.000,,,01/01/2017,,,,,RA,,,
17/01/2019,Inguna Sudraba,Latvia,,female,2365,Right-wing,NSL,0.000,,,01/05/2014,01/03/2020,,,,NSL,,,
17/01/2019,Nils Ušakovs,Latvia,,male,1608,Centre-left,SDPS,0.000,,,21/11/2009,,,,,SDPS,,,
17/01/2019,Armands Krauze,Latvia,,male,466,Centre to centre-right,ZZS,0.040,,,01/03/2000,,,,,ZZS,,,
17/01/2019,Raivis Dzintars,Latvia,,male,801,Far-right,NA,1.000,,,01/01/2011,,,,,NA,,,
17/01/2019,Artuss Kaimiņš,Latvia,,male,2715,Centre-right to right-wing,KPV,1.000,,,03/05/2016,,,,,KPV,,,
17/01/2019,Tatjana Ždanoka,Latvia,,female,863,Centre-left,LKS,0.000,,,01/01/2004,,,,,LKS,,,
27/11/2020,	Jānis Urbanovičs,Latvia,,male,1608,Centre-left,SDPS,0.000,,,10/02/2010,,,,,SDPS,,,
17/01/2019,Miroslavs Mitrofanovs,Latvia,,male,863,Centre-left,LKS,0.000,,,01/01/2011,,,,,LKS,,,
27/11/2020,Atis Zakatistovs,Latvia,,male,2715,Centre-right to right-wing,KPV,1.000,,,03/05/2016,,,,,KPV,,,
27/11/2020,Daniels Pavluts,Latvia,,male,2392,Centre ,AP,1.000,,,26/08/2017,,,,,AP,,,
27/11/2020,Gaidis Bērziņš,Latvia,,male,801,Far-right,NA,1.000,,,23/07/2011,,,,,NA,,,
27/11/2020,Raivis Dzintars,Latvia,,male,801,Far-right,NA,1.000,,,23/07/2011,,,,,NA,,,
17/01/2019,Saulius Skvernelis,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,Independent,,,,
17/01/2019,Žygimantas Vaičiūnas,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,,,,,
17/01/2019,Vilius Šapoka,Lithuania,,male,58,,Independent,,,,13/12/2016,30/06/2020,,,,,,,
17/01/2019,Virginijus Sinkevičius,Lithuania,,male,1632,Centre to centre-right,LVŽS,1.000,,,28/11/2017,01/12/2017,,,,,,,
17/01/2019,Rokas Masiulis,Lithuania,,male,58,,Independent,,,,13/12/2016,19/08/2019,,,,,,,
17/01/2019,Raimundas Karoblis,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,,,,,
17/01/2019,Linas Kukuraitis,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,,,,,
17/01/2019,Bronius Markauskas,Lithuania,,male,1632,Centre to centre-right,LVŽS,1.000,,,13/12/2016,14/05/2018,,,,,,,
17/01/2019,Eimutis Misiūnas,Lithuania,,male,58,,Independent,,,,13/01/2016,,,,,,,,
17/01/2019,Linas Antanas Linkevičius,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,,,,,
17/01/2019,Elvinas Jankevičius,Lithuania,,male,58,,Independent,,,,15/05/2018,,,,,,,,
17/01/2019,Aurelijus Veryga,Lithuania,,male,58,,Independent,,,,13/12/2016,,,,,,,,
27/11/2020,Jurgita Petrauskiene,Lithuania,,female,58,,Independent,,,,13/12/2016,,,,,,,,
27/11/2020,Algirdas Monkevičius,Lithuania,,male,856,Centre-left,NS ,0.000,,,15/01/2019,,,,,,,,
27/11/2020,Mindaugas Sinkevičius,Lithuania,,male,1277,Centre-left,LSDP,1.000,,,13/12/2016,12/10/2017,,,,,,,
27/11/2020,Rimantas Sinkevičius,Lithuania,,male,2763,Centre-left,LSDDP,0.000,,,30/06/2020,,,,,,,,
27/11/2020,Jaroslavas Narkevičius,Lithuania,,male,28,Centre-right to right-wing,LLRA-KSS,0.750,,,20/08/2019,,,,,,,,
27/11/2020,Liana Ruokytė Jonsson,Lithuania,,female,1632,Centre to centre-right,LVŽS,1.000,,,13/12/2016,,,,,,,,
27/11/2020,Mindaugas Kvietkauskas,Lithuania,,male,58,,Independent,,,,11/01/2019,,,,,,,,
27/11/2020,Giedrius Surplys,Lithuania,,male,1632,Centre to centre-right,LVŽS,1.000,,,15/05/2018,,,,,,,,
27/11/2020,Milda Vainiute,Lithuania,,female,58,,Independent,,,,13/12/2016,08/03/2018,,,,,,,
27/11/2020,Kęstutis Navickas,Lithuania,,male,1632,Centre to centre-right,LVŽS,1.000,,,13/12/2016,07/12/2018,,,,,,,
27/11/2020,Kęstutis Mažeika,Lithuania,,male,1632,Centre to centre-right,LVŽS,1.000,,,09/04/2019,,,,,,,,
17/01/2019,Viktor Uspaskich,Lithuania,,male,581,Centre to centre-left,DP,0.000,,,15/04/2018,,,,,DP,,,
17/01/2019,Eugenijus Gentvilas,Lithuania,,male,482,Centre right,LRLS,0.040,,,08/12/2017,,,,LRLS (20.06.2001 - 03.07.2001),LRLS,,,
17/01/2019,Ramūnas Karbauskis,Lithuania,,female,1632,Centre to centre-right,LVŽS,1.000,,,15/12/2001,,,,,LVŽS,,,
17/01/2019,Gabrielius Landsbergis,Lithuania,,male,482,Centre right,LRLS,0.040,,,25/04/2015,,,,,LRLS,,,
17/01/2019,Gintautas Paluckas,Lithuania,,male,1277,Centre-left,LSDP,1.000,,,01/01/2017,,,,,LSDP,,,
17/01/2019,Remigijus Žemaitaitis,Lithuania,,male,1421,Right-wing,TT,0.000,,,06/06/2020,,,,,TT,,,
